PrimerID	derep result	derep result	FeatureID	id	molecularFormula	adduct	NPCpathway	NPCpathway Probability	NPCsuperclass	NPCsuperclass Probability	NPCclass	NPCclass Probability	ClassyFiremost specific class	ClassyFiremost specific class Probability	ClassyFirelevel 5	ClassyFirelevel 5 Probability	ClassyFiresubclass	ClassyFiresubclass Probability	ClassyFireclass	ClassyFireclass Probability	ClassyFiresuperclass	ClassyFiresuperclass probability	ClassyFireall classifications	row ID	row m/z	row retention time	064-0 Peak area	064-1 Peak area	064-2cm-B Peak area	064-3 Peak area	064-4 Peak area	064-5cm-B Peak area	064-6 Peak area	064-7 Peak area	064-8 Peak area	064-9 Peak area	064_Sum	085-0 Peak area	085-1 Peak area	085-2 Peak area	085-3 Peak area	085-4 Peak area	085-5cm-B Peak area	085-6 Peak area	085-7cm-B Peak area	085-8cm-A Peak area	085-9cm-B Peak area	085_Sum	115-0 Peak area	115-1 Peak area	115-2cm-B Peak area	115-3 Peak area	115-4cm-B Peak area	115-5 Peak area	115-6 Peak area	115-7 Peak area	115-8 Peak area	115-9 Peak area	115_Sum	123-0 Peak area	123-1 Peak area	123-2cm-B Peak area	123-3 Peak area	123-4 Peak area	123-5cm-B Peak area	123-6 Peak area	123-7 Peak area	123-8cm-B Peak area	123-9cm-B Peak area	123_Sum	OOI-0cm-B Peak area	OOI-2cm-B Peak area	OOI-3cm-B Peak area	OOI-4cm-B Peak area	OOI-5cm-B Peak area	OOI-6 Peak area	OOI-7cm-B Peak area	OOI-8cm-B Peak area	OOI_Sum
"1661_Fatty acids_1,2-diacylglycerols"	Unassigned	N/A	1661	487_220629_5mMatOOI_siriusfeaturelist_1661	C40H72O5	[M + Na]+	Lipids and lipid-like	0.956563473	Glycerolipids	0.998440921	Diacylglycerols	0.998812079	"1,2-diacylglycerols"	0.999588311	Diacylglycerols	0.982076168	Diradylglycerols	0.996924102	Glycerolipids	0.9972651	Lipids and lipid-like molecules	0.997055292	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1661	655.5255459	18.714756	205.15625	94.2166	117.00481	0	46.4627	0	0	0	0	0	462.84036	0	0	0	0	0	0	0	46.939545	0	0	46.939545	97.44562	0	275.05664	108.852165	219.52899	132.46732	116.93597	95.26028	259.99265	225.78244	1531.322075	120.403	209.94424	171.44489	217.70683	224.20325	204.13797	217.11235	159.66995	130.11606	113.52719	1768.26573	0	0	0	51.012707	41.099655	0	0	0	92.112362
923_Fatty acids_Fatty alcohols	Unassigned	N/A	923	488_220629_5mMatOOI_siriusfeaturelist_923	C35H70O6	[M + Na]+	Lipids and lipid-like	0.925859332	Glycerolipids	0.782162964	Diacylglycerols	0.364856869	Fatty alcohols	0.615758479	Unassigned	Unassigned	Fatty alcohols	0.615758479	Fatty Acyls	0.965693533	Lipids and lipid-like molecules	0.983294129	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	923	609.5009685	16.600025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.824684	580.0936	76.17172	0	0	0	692.090004	0	0	0	0	0	0	0	0	0	31.507559	31.507559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1152_Fatty acids_Amino acids and derivatives	Unassigned	N/A	1152	489_220629_5mMatOOI_siriusfeaturelist_1152	C34H57NO2	[M + H]+	Lipids and lipid-like	0.579766452	Triterpenoids	0.350145698	Steroidal alkaloids	0.270352453	Amino acids and derivatives	0.563029885	Amino acids and derivatives	0.563029885	"Amino acids, peptides, and analogues"	0.555865884	Carboxylic acids and derivatives	0.968805432	Organic acids and derivatives	0.987329125	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1152	512.4453964	17.020817	42.543457	127.74286	153.01413	167.27805	33.823635	146.35506	0	0	0	0	670.757192	89.71695	155.46698	216.66457	257.38565	56.05835	0	92.71489	106.62353	0	0	974.63092	93.06957	44.858868	326.1212	328.41486	423.27573	405.448	180.61613	381.38342	425.58963	364.87436	2973.651768	0	75.421875	266.3111	353.11325	145.18842	164.48962	633.2881	143.47719	295.03235	335.55884	2411.880745	0	0	0	0	0	0	0	0	0
"2276_Fatty acids_1,2-diacylglycerols"	Unassigned	N/A	2276	490_220629_5mMatOOI_siriusfeaturelist_2276	C43H86O5	[M + Na]+	Lipids and lipid-like	0.99997139	Glycerolipids	0.9988361	Diacylglycerols	0.96642071	"1,2-diacylglycerols"	0.971225321	Diacylglycerols	0.89527148	Diradylglycerols	0.96144259	Glycerolipids	0.999606192	Lipids and lipid-like molecules	0.999274313	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	2276	705.6352469	20.77209	1753.5532	7605.8584	0	5883.151	5049.112	8228.853	5115.204	2693.2507	5467.793	6329.993	48126.7683	0	99.84331	104.8311	212.14375	166.75165	0	287.5201	324.84155	72.082146	484.2898	1752.303406	0	0	428.24423	0	1542.2108	0	0	0	1428.2648	1422.551	4821.27083	157.06862	229.34126	0	913.31396	377.6537	0	1990.3007	1130.0874	0	0	4797.76564	0	0	0	0	0	0	0	0	0
1316_Fatty acids_Phosphosphingolipids	Unassigned	N/A	1316	495_220629_5mMatOOI_siriusfeaturelist_1316	C31H59N2O6P	[M - H2O + H]+	Lipids and lipid-like	0.990313411	Sphingolipids	0.984257162	Phosphosphingolipids	0.427335471	Phosphosphingolipids	0.972748339	Unassigned	Unassigned	Phosphosphingolipids	0.972748339	Sphingolipids	0.987496495	Lipids and lipid-like molecules	0.946647942	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Phosphoethanolamines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Phosphosphingolipids; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1316	569.4231728	17.418638	244.38431	2245.895	1365.0356	754.5859	2508.832	1884.5212	0	158.50838	0	162.9328	9324.69519	152.71117	93.98158	97.59968	112.963295	0	0	113.79108	0	0	0	571.046805	138.751	55.15571	65.535904	227.12955	180.90674	140.88995	0	162.78531	201.21608	230.76836	1403.138604	37.827736	54.27201	98.79775	94.115005	126.28626	120.37958	132.1901	241.52858	95.42785	0	1000.824871	0	0	0	0	0	0	0	0	0
1782_Fatty acids_N-acyl amines	Unassigned	N/A	1782	497_220629_5mMatOOI_siriusfeaturelist_1782	C52H99NO4	[M + Na]+	Lipids and lipid-like	0.895816624	Pseudoalkaloids	0.525359809	Triacylglycerols	0.25422892	N-acyl amines	0.845512092	N-acyl amines	0.845512092	Fatty amides	0.784030855	Fatty Acyls	0.868468821	Lipids and lipid-like molecules	0.986914217	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Tertiary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1782	824.7444806	19.225578	0	0	0	0	136.68094	152.0125	0	446.84958	0	68.66314	804.20616	138.71747	149.18446	0	0	79.1997	246.69182	50.536156	102.79139	160.50911	0	927.630106	0	0	200.52559	0	0	101.847	43.15506	0	0	183.59978	529.12743	99.493904	0	0	0	0	104.48974	110.16915	52.187553	0	105.21992	471.560267	0	205.35565	503.66263	268.21008	194.37775	54.449818	0	180.16086	1406.216788
1708_Fatty acids_Long-chain ceramides	Unassigned	N/A	1708	500_220629_5mMatOOI_siriusfeaturelist_1708	C38H75NO4	[M + H]+	Lipids and lipid-like	0.999922991	Sphingolipids	0.999215007	Ceramides	0.999683142	Long-chain ceramides	0.542380273	Long-chain ceramides	0.542380273	Ceramides	0.999999046	Sphingolipids	0.999880791	Lipids and lipid-like molecules	0.991107404	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1708	610.5758314	18.874535	0	118.58544	118.648705	0	463.9691	121.66919	543.0528	780.90894	3017.1138	1990.3175	7154.265475	0	0	0	0	0	282.50537	183.75641	354.95584	246.46378	503.71207	1571.39347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1506_Fatty acids_1,2-diacylglycerols"	Unassigned	N/A	1506	502_220629_5mMatOOI_siriusfeaturelist_1506	C43H80O5	[M + Na]+	Lipids and lipid-like	0.999870062	Glycerolipids	0.999404669	Diacylglycerols	0.999453485	"1,2-diacylglycerols"	0.999524355	Diacylglycerols	0.990564942	Diradylglycerols	0.996028781	Glycerolipids	0.999724805	Lipids and lipid-like molecules	0.9987306	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1506	699.5884068	18.167702	2429.7764	1250.5906	785.79	2062.4622	943.8281	758.5437	702.70807	146.1612	332.40665	415.5352	9827.80212	740.0381	514.01984	469.8798	506.09415	656.2504	272.65488	1048.4933	731.5905	409.3885	167.95744	5516.36691	451.47827	462.24936	790.28564	844.531	758.43854	830.2662	680.5612	793.65063	992.73065	605.3651	7209.55659	1478.3989	1438.8739	509.25897	516.82135	839.8007	436.23117	909.61017	978.51764	652.21124	739.07385	8498.79789	145.03284	502.95367	339.12064	299.44446	444.0383	306.04813	312.8522	695.483	3044.97324
25_Fatty acids_O-glycosyl compounds	Unassigned	N/A	25	515_220629_5mMatOOI_siriusfeaturelist_25	C21H44O8	[M + Na]+	Lipids and lipid-like	0.927170157	Glycerolipids	0.728043616	Monoacylglycerols	0.658486784	O-glycosyl compounds	0.714299738	Glycosyl compounds	0.83362639	Carbohydrates and carbohydrate conjugates	0.926716983	Organooxygen compounds	1	Organic oxygen compounds	1	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Monosaccharides; Acetals; Secondary alcohols; Glycosyl compounds; O-glycosyl compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	25	447.2931681	10.004348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.970993	0	0	22.823776	0	56.794769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.774271	0	9.777579	79.334854	11.304935	0	0	122.191639
1607_Fatty acids_Long-chain ceramides	Unassigned	N/A	1607	517_220629_5mMatOOI_siriusfeaturelist_1607	C34H69NO4	[M + H]+	Lipids and lipid-like	0.999929905	Sphingolipids	0.996953487	Ceramides	0.999269903	Long-chain ceramides	0.519184053	Long-chain ceramides	0.519184053	Ceramides	0.999998808	Sphingolipids	0.999911308	Lipids and lipid-like molecules	0.995679677	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1607	556.5288138	18.510715	487.66397	407.09818	407.9102	493.79852	253.98318	338.58667	212.58647	93.31476	0	43.50923	2738.45118	423.04587	477.71362	325.78314	297.5095	258.8019	392.0976	437.35986	478.4526	300.83353	143.88895	3535.48657	332.54587	394.0821	471.34195	343.98203	336.65604	300.11652	213.70432	260.6595	482.00665	389.48206	3524.57704	264.63806	357.66394	388.89752	304.09186	444.4283	414.82324	317.65842	213.68301	371.88773	436.8971	3514.66918	460.20544	465.37262	422.84467	435.42395	520.86316	518.70374	359.09433	424.69305	3607.20096
2099_Fatty acids_Phosphosphingolipids	Unassigned	N/A	2099	520_220629_5mMatOOI_siriusfeaturelist_2099	C43H83N2O6P	[M - H2O + H]+	Lipids and lipid-like	0.999251306	Sphingolipids	0.995073974	Phosphosphingolipids	0.902550459	Phosphosphingolipids	0.974229753	Unassigned	Unassigned	Phosphosphingolipids	0.974229753	Sphingolipids	0.971722603	Lipids and lipid-like molecules	0.950132549	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid amides; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; N-acyl amines; Phosphocholines; Phosphoethanolamines; Secondary alcohols; Secondary carboxylic acid amides; Amines; Phosphosphingolipids; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2099	737.5959185	20.1597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173.41635	0	0	0	0	0	173.41635	0	0	0	0	0	69.389366	0	0	0	0	69.389366	0	0	0	0	0	0	224.92532	0	0	0	224.92532	0	0	0	0	0	0	0	0	0
2006_Fatty acids_Ceramides	Unassigned	N/A	2006	522_220629_5mMatOOI_siriusfeaturelist_2006	C40H83NO6	[M + H3N + H]+	Lipids and lipid-like	0.998727381	Sphingolipids	0.99682343	Ceramides	0.946754158	Ceramides	0.969927251	Unassigned	Unassigned	Ceramides	0.969927251	Sphingolipids	0.561340272	Lipids and lipid-like molecules	0.969845057	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2006	691.6555665	19.89453	0	209.94684	0	0	78.28759	0	0	0	0	242.72643	530.96086	0	0	0	0	253.23477	0	0	0	0	3194.689	3447.92377	0	1032.0138	0	0	0	0	0	0	0	0	1032.0138	0	155.40912	0	0	0	0	0	59.889153	0	0	215.298273	0	0	0	0	0	0	0	0	0
1301_Fatty acids_Amines	Unassigned	N/A	1301	526_220629_5mMatOOI_siriusfeaturelist_1301	C36H75N	[M + H]+	Lipids and lipid-like	0.809140205	Fatty acyls	0.41789189	Hydrocarbons	0.680590451	Amines	0.973402321	Unassigned	Unassigned	Amines	0.973402321	Organonitrogen compounds	0.998203397	Organic nitrogen compounds	0.988885641	Organic compounds; Organonitrogen compounds; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	1301	522.5957976	17.365406	0	0	284.07364	0	0	43.70558	0	0	0	0	327.77922	146.25232	179.56941	180.46867	95.901855	0	0	0	0	0	0	602.192255	785.6392	300.14215	587.0497	201.54472	989.63763	618.77716	921.89514	1072.1499	1142.7413	1109.7397	7729.3166	599.2409	524.7395	647.90326	815.76154	309.07196	266.93524	972.77167	2171.7527	361.9461	199.06238	6869.18525	363.55292	68.39396	64.50483	99.453766	172.2173	245.14513	0	0	1013.267906
"1521_Fatty acids_1,2-diacylglycerols"	Unassigned	N/A	1521	539_220629_5mMatOOI_siriusfeaturelist_1521	C43H78O5	[M + Na]+	Lipids and lipid-like	0.999889493	Glycerolipids	0.999212861	Diacylglycerols	0.989569545	"1,2-diacylglycerols"	0.993300796	Diacylglycerols	0.97239852	Diradylglycerols	0.984600127	Glycerolipids	0.999817193	Lipids and lipid-like molecules	0.999478161	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1521	697.5741909	18.230564	203.07573	286.44632	232.37161	419.69147	395.02756	248.58926	0	91.75281	511.59305	713.7391	3102.28691	0	0	0	0	0	0	0	43.789303	0	0	43.789303	0	0	0	0	43.428688	0	0	0	0	37.45462	80.883308	0	49.757835	0	0	0	0	143.70438	76.940346	40.582146	0	310.984707	0	0	0	0	0	0	0	59.01746	59.01746
218_Fatty acids_Lysophosphatidylcholines	Unassigned	N/A	218	542_220629_5mMatOOI_siriusfeaturelist_218	C24H50NO7P	[M + H]+	Lipids and lipid-like	0.995576262	Glycerophospholipids	0.999730289	Glycerophosphocholines	0.998385668	Lysophosphatidylcholines	0.533201754	Lysophosphatidylcholines	0.533201754	Glycerophosphocholines	0.990150571	Glycerophospholipids	0.990903199	Lipids and lipid-like molecules	0.992500126	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	218	496.3404491	12.810133	344.7162	0	0	0	0	0	0	0	0	0	344.7162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.678	0	0	0	0	0	0	0	0	0	79.678	0	0	0	0	0	0	0	0	0
1690_Fatty acids_Long-chain ceramides	Unassigned	N/A	1690	545_220629_5mMatOOI_siriusfeaturelist_1690	C34H69NO3	[M + H]+	Lipids and lipid-like	0.999771297	Sphingolipids	0.996747017	Ceramides	0.999413371	Long-chain ceramides	0.566567183	Long-chain ceramides	0.566567183	Ceramides	0.999985933	Sphingolipids	0.999636889	Lipids and lipid-like molecules	0.983679354	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1690	540.5347172	18.774231	51.68841	193.72662	240.62065	444.33044	159.52461	0	439.40768	425.6678	1776.4606	1762.633	5494.05981	0	0	66.25918	85.479126	146.67294	0	0	0	0	225.32845	523.739696	0	0	0	0	0	47.599747	72.64625	54.413578	0	0	174.659575	0	0	0	117.60852	114.67377	0	0	112.39723	0	0	344.67952	0	0	0	0	0	0	0	0	0
